modifier,location,condition,default_hotkey,command_id,comment,application,group
go_to,pane,,`Ctrl-W P`,Go to preview window,Jump into the preview window,Neovim,Windows / Splits
open,file,,`Ctrl-W f`,Split and edit file under cursor,Opens `<cfile>` in a new split,Neovim,Windows / Splits
go_to,tag,,`Ctrl-W ]`,"Split, jump to tag under cursor",Split window and follow tag,Neovim,Windows / Splits
open,file,,`Ctrl-W ^`,Split and edit alternate file,Split with alternate buffer N,Neovim,Windows / Splits
,,,`Ctrl-W d`,Show diagnostic under cursor,Built-in default (see LSP section),Neovim,Windows / Splits
new,tab,,`:tabnew` / `:tabe`,`:tabnew` / `:tabedit`,Open a file in a new tab page **[Ex-only]**,Neovim,Tabs
close,tab,,`:tabc`,`:tabclose`,Close the current tab page **[Ex-only]**,Neovim,Tabs
close,tab,,`:tabo`,`:tabonly`,Close all tab pages except the current one **[Ex-only]**,Neovim,Tabs
next,tab,,`:tabn`,`:tabnext`,Go to next tab page **[Ex-only]**,Neovim,Tabs
previous,tab,,`:tabp`,`:tabprevious`,Go to previous tab page **[Ex-only]**,Neovim,Tabs
previous,tab,,`:tabN`,`:tabNext`,Same as `:tabprevious` **[Ex-only]**,Neovim,Tabs
go_to,tab,,`:tabfir`,`:tabfirst`,Go to first tab page **[Ex-only]**,Neovim,Tabs
go_to,tab,,`:tabl`,`:tablast`,Go to last tab page **[Ex-only]**,Neovim,Tabs
move,tab,,`:tabm`,`:tabmove`,Move tab page to another position **[Ex-only]**,Neovim,Tabs
show,tab,,`:tabs`,`:tabs`,List tab pages and their windows **[Ex-only]**,Neovim,Tabs
,,,`:tabd`,`:tabdo`,Execute a command in every tab page **[Ex-only]**,Neovim,Tabs
open,file,,`:tabf`,`:tabfind`,"Find file in `'path'`, edit in a new tab **[Ex-only]**",Neovim,Tabs
next,tab,,`gt`,Go to next tab page,Also `{count}gt` for a specific tab,Neovim,Tabs
previous,tab,,`gT`,Go to previous tab page,Also `{count}gT`,Neovim,Tabs
go_to,tab,,`g<Tab>`,Go to last-accessed tab page,Also `Ctrl-W g<Tab>` / `Ctrl-<Tab>`,Neovim,Tabs
save,file,,`:w`,`:write`,Write buffer to file **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
save,file,,`:w!`,`:write!`,"Force write, overriding checks **[Ex-only]**",Neovim,"File / Session (write, read, edit, source)"
save,file,,`:wa`,`:wall`,Write all changed buffers **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
save,file,,`:wq`,`:wq`,Write and quit window/Vim **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
save,file,,`:wqa`,`:wqall`,Write all buffers and quit Vim **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
save,file,,`:xa`,`:xall`,Same as `:wqall` **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
save,file,,`:x`,`:xit`,"Write if modified, then close window **[Ex-only]**",Neovim,"File / Session (write, read, edit, source)"
save,file,,`:up`,`:update`,Write buffer only if modified **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
open,file,,`:e`,`:edit`,Edit a file **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
open,file,,`:e!`,`:edit!`,"Re-edit file, discarding changes **[Ex-only]**",Neovim,"File / Session (write, read, edit, source)"
insert,file,,`:r`,`:read`,Read a file into the current buffer **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
save_as,file,,`:sav`,`:saveas`,Save the buffer under a new name **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
run,file,,`:so`,`:source`,Read and execute Vimscript/Lua from a file **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
open,file,,`:bro`,`:browse`,Use a file-selection dialog for the next command **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
restore,file,,`:rec`,`:recover`,Recover a file from its swap file **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
save,file,,`:pre`,`:preserve`,Force-write the swap file **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
new,file,,`:mks`,`:mksession`,Write current session to a file **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
new,file,,`:mkvie`,`:mkview`,Save the view of the current window **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
open,file,,`:lo`,`:loadview`,Load a previously saved view **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
,,,`:checkt`,`:checktime`,Check if any buffer changed on disk **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
go_to,folder,,`:cd`,`:cd`,Change the global working directory **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
go_to,folder,,`:lc`,`:lcd`,Change working directory for current window only **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
go_to,folder,,`:tc`,`:tcd`,Change working directory for current tab page only **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
show,folder,,`:pw`,`:pwd`,Print current working directory **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
open,file,,`:fin`,`:find`,Find a file on `'path'` and edit it **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
show,file,,`:ar`,`:args`,Print/list the argument list **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
new,file,,`:arga`,`:argadd`,Add files to the argument list **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
delete,file,,`:argd`,`:argdelete`,Remove files from the argument list **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
next,file,,`:n`,`:next`,Go to next file in argument list **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
previous,file,,`:prev`,`:previous`,Go to previous file in argument list **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
go_to,file,,`:fir`,`:first`,Go to first file in argument list **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
go_to,file,,`:la`,`:last`,Go to last file in argument list **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
,,,`:argdo`,`:argdo`,Execute a command on every argument-list file **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
show,recent,,`:ol`,`:oldfiles`,List files with marks in the ShaDa file **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
,,,`:che`,`:checkhealth`,Run built-in healthchecks **[Ex-only]**,Neovim,"File / Session (write, read, edit, source)"
delete,character,,`x`,Delete character,Delete N characters under/after cursor,Neovim,"Editing — Delete, Yank & Put"
delete,character,,`X`,Delete character before cursor,Delete N characters before cursor,Neovim,"Editing — Delete, Yank & Put"
,,,`d{motion}`,Delete `{motion}`,Delete text covered by a motion into a register,Neovim,"Editing — Delete, Yank & Put"
delete,line,,`dd`,Delete N lines,Delete N whole lines,Neovim,"Editing — Delete, Yank & Put"
delete,line,,`D`,Delete to end of line,Synonym for `d$`,Neovim,"Editing — Delete, Yank & Put"
,,,`y{motion}`,Yank `{motion}`,Yank (copy) text covered by a motion,Neovim,"Editing — Delete, Yank & Put"
copy,line,,`yy`,Yank N lines,Also `Y` (default mapped to `y$`... actually `yy`),Neovim,"Editing — Delete, Yank & Put"
paste,clipboard,,`p`,Put after cursor,Put register contents after cursor/line,Neovim,"Editing — Delete, Yank & Put"
paste,clipboard,,`P`,Put before cursor,Put register contents before cursor/line,Neovim,"Editing — Delete, Yank & Put"
paste,clipboard,,`gp`,"Put after, leave cursor after",Like `p` but cursor moves past the new text,Neovim,"Editing — Delete, Yank & Put"
paste,clipboard,,`gP`,"Put before, leave cursor after",Like `P` but cursor moves past the new text,Neovim,"Editing — Delete, Yank & Put"
paste,clipboard,,`]p` / `[p`,"Put, adjusting indent",Like `p`/`P` but re-indents to current line,Neovim,"Editing — Delete, Yank & Put"
paste,clipboard,,`zp` / `zP`,Put block without trailing spaces,"Blockwise paste, strips trailing whitespace",Neovim,"Editing — Delete, Yank & Put"
copy,,,`zy`,Yank without trailing spaces,"Blockwise yank, strips trailing whitespace",Neovim,"Editing — Delete, Yank & Put"
,,,`r{char}`,Replace char(s),Replace N characters with `{char}`,Neovim,"Editing — Delete, Yank & Put"
,,,`s`,Substitute character,Delete N chars and start Insert (`c` + `l`),Neovim,"Editing — Delete, Yank & Put"
,,,`S`,Substitute line(s),Delete N lines and start Insert (synonym for `cc`),Neovim,"Editing — Delete, Yank & Put"
delete,line,,`:d`,`:delete`,Delete lines by range **[Ex-only]**,Neovim,"Editing — Delete, Yank & Put"
copy,line,,`:y`,`:yank`,Yank lines by range into a register **[Ex-only]**,Neovim,"Editing — Delete, Yank & Put"
paste,clipboard,,`:pu`,`:put`,Insert register contents as new lines **[Ex-only]**,Neovim,"Editing — Delete, Yank & Put"
copy,line,,`:co` (also `:t`),`:copy`,Copy lines to another location **[Ex-only]**,Neovim,"Editing — Delete, Yank & Put"
move,line,,`:m`,`:move`,Move lines to another location **[Ex-only]**,Neovim,"Editing — Delete, Yank & Put"
,,,`c{motion}`,Change `{motion}`,"Delete text covered by motion, start Insert",Neovim,"Editing — Change, Undo, Redo, Repeat"
replace,line,,`cc`,Change N lines,"Delete N lines, start Insert",Neovim,"Editing — Change, Undo, Redo, Repeat"
replace,line,,`C`,Change to end of line,Synonym for `c$`,Neovim,"Editing — Change, Undo, Redo, Repeat"
undo,,,`u`,Undo,Undo latest changes,Neovim,"Editing — Change, Undo, Redo, Repeat"
undo,line,,`U`,Undo line,Undo all latest changes on one line,Neovim,"Editing — Change, Undo, Redo, Repeat"
redo,,,`Ctrl-R`,Redo,Redo changes undone with `u`,Neovim,"Editing — Change, Undo, Redo, Repeat"
,,,`.`,Repeat last change,"Repeat last change, count can be replaced",Neovim,"Editing — Change, Undo, Redo, Repeat"
,,,`&`,Repeat last `:substitute`,Also `:&&` default (keeps flags),Neovim,"Editing — Change, Undo, Redo, Repeat"
,,,`g&`,"Repeat last `:substitute`, all lines",Repeat `:s` on every line,Neovim,"Editing — Change, Undo, Redo, Repeat"
previous,,,`g-`,Go to older text state,Step backward through undo tree by time,Neovim,"Editing — Change, Undo, Redo, Repeat"
next,,,`g+`,Go to newer text state,Step forward through undo tree by time,Neovim,"Editing — Change, Undo, Redo, Repeat"
undo,,,`:u`,`:undo`,Undo N changes **[Ex-only]**,Neovim,"Editing — Change, Undo, Redo, Repeat"
redo,,,`:red`,`:redo`,Redo one undone change **[Ex-only]**,Neovim,"Editing — Change, Undo, Redo, Repeat"
previous,,,`:ea`,`:earlier`,Go to an older text state **[Ex-only]**,Neovim,"Editing — Change, Undo, Redo, Repeat"
next,,,`:lat`,`:later`,Go to a newer text state **[Ex-only]**,Neovim,"Editing — Change, Undo, Redo, Repeat"
,,,`:undol`,`:undolist`,List leaves of the undo tree **[Ex-only]**,Neovim,"Editing — Change, Undo, Redo, Repeat"
,,,`:undoj`,`:undojoin`,Join next change into previous undo block **[Ex-only]**,Neovim,"Editing — Change, Undo, Redo, Repeat"
,,,`J`,Join lines,"Join N lines with a space, default 2",Neovim,"Editing — Join, Indent, Case, Format"
,,,`gJ`,Join lines without space,Join without inserting a space,Neovim,"Editing — Join, Indent, Case, Format"
,,,`<{motion}` / `<<`,Shift left,Shift lines one `'shiftwidth'` left,Neovim,"Editing — Join, Indent, Case, Format"
,,,`>{motion}` / `>>`,Shift right,Shift lines one `'shiftwidth'` right,Neovim,"Editing — Join, Indent, Case, Format"
format,line,,`={motion}` / `==`,Filter through `indent`,Auto-indent (`'equalprg'`/`'indentexpr'`) lines,Neovim,"Editing — Join, Indent, Case, Format"
format,,,`gq{motion}`,Format text,Format lines to `'textwidth'`,Neovim,"Editing — Join, Indent, Case, Format"
format,,,`gw{motion}`,"Format, keep cursor",Like `gq` but cursor doesn't move,Neovim,"Editing — Join, Indent, Case, Format"
,,,`~`,Swap case,Toggle case of N chars (or `{motion}` with `'tildeop'`),Neovim,"Editing — Join, Indent, Case, Format"
,,,`g~{motion}`,"Swap case, operator",Swap case of a motion's text,Neovim,"Editing — Join, Indent, Case, Format"
,,,`gU{motion}`,Make uppercase,Uppercase a motion's text,Neovim,"Editing — Join, Indent, Case, Format"
,,,`gu{motion}`,Make lowercase,Lowercase a motion's text,Neovim,"Editing — Join, Indent, Case, Format"
,,,`g?{motion}`,Rot13 encode,Rot13-encode a motion's text,Neovim,"Editing — Join, Indent, Case, Format"
more,,,`Ctrl-A`,Increment number,Add N to number at/after cursor,Neovim,"Editing — Join, Indent, Case, Format"
less,,,`Ctrl-X`,Decrement number,Subtract N from number at/after cursor,Neovim,"Editing — Join, Indent, Case, Format"
toggle,comment,,`gc{motion}` / `gcc`,Toggle comment,Built-in commenting (0.10+ default),Neovim,"Editing — Join, Indent, Case, Format"
,,,`gc` (operator-pending),Comment text object,Select the surrounding comment block,Neovim,"Editing — Join, Indent, Case, Format"
,,,`!{motion}` / `!!`,Filter through external command,Pipe lines through a shell filter,Neovim,"Editing — Join, Indent, Case, Format"
,,,`:j`,`:join`,Join lines by range **[Ex-only]**,Neovim,"Editing — Join, Indent, Case, Format"
,,,`:le` / `:ri` / `:ce`,`:left` / `:right` / `:center`,Align lines **[Ex-only]**,Neovim,"Editing — Join, Indent, Case, Format"
,,,`:ret`,`:retab`,Convert tabs/spaces per `'tabstop'` **[Ex-only]**,Neovim,"Editing — Join, Indent, Case, Format"
sort,,,`:sor`,`:sort`,Sort lines **[Ex-only]**,Neovim,"Editing — Join, Indent, Case, Format"
run,,,`:norm`,`:normal`,Execute Normal-mode commands as an Ex command **[Ex-only]**,Neovim,"Editing — Join, Indent, Case, Format"
,,,`:g`,`:global`,Execute a command on lines matching a pattern **[Ex-only]**,Neovim,"Editing — Join, Indent, Case, Format"
,,,`:v`,`:vglobal`,Execute a command on lines *not* matching a pattern **[Ex-only]**,Neovim,"Editing — Join, Indent, Case, Format"
replace,,,`:s`,`:substitute`,Find and replace text **[Ex-only]**,Neovim,"Editing — Join, Indent, Case, Format"
,,,`i`,Insert before cursor,Enter Insert mode before the cursor,Neovim,Insert Mode
,,,`I`,Insert at start of line,Insert before first non-blank char,Neovim,Insert Mode
,,,`a`,Append after cursor,Enter Insert mode after the cursor,Neovim,Insert Mode
,,,`A`,Append at end of line,Insert at end of line,Neovim,Insert Mode
insert,line,,`o`,Open line below,"New line below, enter Insert",Neovim,Insert Mode
insert,line,,`O`,Open line above,"New line above, enter Insert",Neovim,Insert Mode
,,,`gi`,Insert at `'^` mark,"Like `i`, resumes at last insert position",Neovim,Insert Mode
,,,`gI`,Insert always in column 1,Like `I` but ignores indent,Neovim,Insert Mode
,,,`R`,Replace mode,Overtype existing characters,Neovim,Insert Mode
,,,`gR`,Virtual Replace mode,Replace mode that accounts for tabs/width,Neovim,Insert Mode
,,,`Ctrl-O`,"Execute one command, return to Insert","""Insert normal"" mode for one command",Neovim,Insert Mode
paste,clipboard,,`Ctrl-R {reg}`,Insert register contents,Insert a register as if typed,Neovim,Insert Mode
,,,`Ctrl-V {char}`,Insert char literally,Bypass mapping/special meaning,Neovim,Insert Mode
delete,word,,`Ctrl-W`,Delete word before cursor,Delete the preceding word,Neovim,Insert Mode
,,,`Ctrl-U`,Delete all entered chars on line,Clear back to start of insert on this line,Neovim,Insert Mode
,,,`Ctrl-T`,Insert one shiftwidth of indent,Indent current line,Neovim,Insert Mode
,,,`Ctrl-D`,Delete one shiftwidth of indent,Un-indent current line,Neovim,Insert Mode
previous,match,,`Ctrl-P`,Complete previous match,"Keyword completion, previous match",Neovim,Insert Mode
next,match,,`Ctrl-N`,Complete next match,"Keyword completion, next match",Neovim,Insert Mode
,,,`Ctrl-X Ctrl-O`,Omni completion,Language/plugin-aware completion,Neovim,Insert Mode
,,,`Ctrl-X Ctrl-F`,File name completion,Complete file paths,Neovim,Insert Mode
,,,`Ctrl-X Ctrl-L`,Line completion,Complete whole lines,Neovim,Insert Mode
,,,`Ctrl-X Ctrl-]`,Tag completion,Complete from the tags file,Neovim,Insert Mode
,,,`Ctrl-K {c1}{c2}`,Enter digraph,Insert a digraph character,Neovim,Insert Mode
,,,`<Esc>`,End Insert mode,Also `Ctrl-C` (skips abbreviation expansion),Neovim,Insert Mode
,,,`:star`,`:startinsert`,Start Insert mode **[Ex-only]**,Neovim,Insert Mode
,,,`:stopi`,`:stopinsert`,Stop Insert mode **[Ex-only]**,Neovim,Insert Mode
,,,`h` / `j` / `k` / `l`,Left/down/up/right,"Basic cursor motion, N times",Neovim,"Motion / Navigation — Character, Line, Word"
go_to,line,,`0`,Start of line,First column,Neovim,"Motion / Navigation — Character, Line, Word"
go_to,line,,`^`,First non-blank,First non-blank character on the line,Neovim,"Motion / Navigation — Character, Line, Word"
go_to,line,,`$`,End of line,End of Nth next line,Neovim,"Motion / Navigation — Character, Line, Word"
go_to,line,,`g_`,Last non-blank,"Last non-blank char, N-1 lines lower",Neovim,"Motion / Navigation — Character, Line, Word"
go_to,line,,`_`,First non-blank of line N,"First CHAR, N-1 lines lower",Neovim,"Motion / Navigation — Character, Line, Word"
go_to,line,,`gg`,Go to line N,Default: first line,Neovim,"Motion / Navigation — Character, Line, Word"
go_to,line,,`G`,Go to line N (default last),Default: last line,Neovim,"Motion / Navigation — Character, Line, Word"
go_to,line,,`{count}%`,Go to N percent,Go to N percentage into the file,Neovim,"Motion / Navigation — Character, Line, Word"
,,,`H`,Top of window,Cursor to line N from top of screen,Neovim,"Motion / Navigation — Character, Line, Word"
,,,`M`,Middle of window,Cursor to middle line of screen,Neovim,"Motion / Navigation — Character, Line, Word"
,,,`L`,Bottom of window,Cursor to line N from bottom of screen,Neovim,"Motion / Navigation — Character, Line, Word"
next,word,,`w`,Word forward,Cursor N words forward,Neovim,"Motion / Navigation — Character, Line, Word"
next,word,,`W`,WORD forward,Cursor N WORDS forward (whitespace-delimited),Neovim,"Motion / Navigation — Character, Line, Word"
previous,word,,`b`,Word backward,Cursor N words backward,Neovim,"Motion / Navigation — Character, Line, Word"
previous,word,,`B`,WORD backward,Cursor N WORDS backward,Neovim,"Motion / Navigation — Character, Line, Word"
next,word,,`e`,End of word,Forward to end of word N,Neovim,"Motion / Navigation — Character, Line, Word"
next,word,,`E`,End of WORD,Forward to end of WORD N,Neovim,"Motion / Navigation — Character, Line, Word"
previous,word,,`ge`,Backward end of word,Backward to end of previous word,Neovim,"Motion / Navigation — Character, Line, Word"
previous,word,,`gE`,Backward end of WORD,Backward to end of previous WORD,Neovim,"Motion / Navigation — Character, Line, Word"
,,,`f{char}`,Find char forward,"To Nth occurrence of char, on it",Neovim,"Motion / Navigation — Character, Line, Word"
,,,`t{char}`,"Find char forward, before it","To Nth occurrence of char, just before it",Neovim,"Motion / Navigation — Character, Line, Word"
,,,`F{char}`,Find char backward,Same as `f` but backward,Neovim,"Motion / Navigation — Character, Line, Word"
,,,`T{char}`,"Find char backward, after it",Same as `t` but backward,Neovim,"Motion / Navigation — Character, Line, Word"
Repeat latest `f`/`t`/`F`/`T`,,,`,Repeat find,`,Neovim,"Motion / Navigation — Character, Line, Word"
,,,"`,`","Repeat find, reversed","Repeat latest `f`/`t`/`F`/`T`, opposite direction",Neovim,"Motion / Navigation — Character, Line, Word"
go_to,bracket,,`%`,Go to matching bracket,Jump to matching `()[]{}`,Neovim,"Motion / Navigation — Character, Line, Word"
,,,`|`,Go to column N,Cursor to column N,Neovim,"Motion / Navigation — Character, Line, Word"
,,,`Ctrl-F`,Scroll forward a screen,Scroll N screens forward,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`Ctrl-B`,Scroll backward a screen,Scroll N screens backward,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`Ctrl-D`,Scroll down half screen,Scroll down N lines (default half screen),Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`Ctrl-U`,Scroll up half screen,Scroll up N lines (default half screen),Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`Ctrl-E`,Scroll down one line,"Keep cursor line, scroll view down",Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`Ctrl-Y`,Scroll up one line,"Keep cursor line, scroll view up",Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`z<CR>` / `zt`,"Redraw, cursor to top",Reposition current line to top of window,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`z.` / `zz`,"Redraw, cursor to center",Reposition current line to center,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`z-` / `zb`,"Redraw, cursor to bottom",Reposition current line to bottom,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
previous,paragraph,,`{`,Paragraph backward,Cursor N paragraphs backward,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
next,paragraph,,`}`,Paragraph forward,Cursor N paragraphs forward,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
previous,sentence,,`(`,Sentence backward,Cursor N sentences backward,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
next,sentence,,`)`,Sentence forward,Cursor N sentences forward,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`[[`,Section backward,Cursor N sections backward,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`]]`,Section forward,Cursor N sections forward,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`[]`,Closing section backward,Cursor N sections backward (to `}`),Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`][`,Closing section forward,Cursor N sections forward (to `}`),Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
previous,,,`Ctrl-O`,Older jump-list entry,Go to N older position in jump list,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
next,,,`Ctrl-I` / `<Tab>`,Newer jump-list entry,Go to N newer position in jump list,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
Go to N older position in change list,previous,change,`g,Older change-list position,`,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
next,change,,"`g,`",Newer change-list position,Go to N newer position in change list,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`Ctrl-G`,Display file name/position,Show current file name and cursor position,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`g Ctrl-G`,Display cursor info (verbose),Show cursor byte/word/char counts,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
,,,`gj` / `gk`,Wrapped-line down/up,Like `j`/`k` but moves by screen line,Neovim,"Motion / Navigation — Screen, Paragraph, Jumps"
open,search,,`/{pattern}<CR>`,Search forward,Search forward for Nth match,Neovim,Search
open,search,,`?{pattern}<CR>`,Search backward,Search backward for Nth match,Neovim,Search
next,match,,`n`,Repeat search,"Repeat latest `/` or `?`, same direction",Neovim,Search
previous,match,,`N`,"Repeat search, reversed","Repeat latest `/` or `?`, opposite direction",Neovim,Search
next,match,,`*`,Search word under cursor forward,Search forward for word under cursor,Neovim,Search
previous,match,,`#`,Search word under cursor backward,Search backward for word under cursor,Neovim,Search
next,match,,`g*`,Search word under cursor (no boundaries),Like `*` but without `\<`/`\>`,Neovim,Search
previous,match,,`g#`,Search word under cursor backward (no boundaries),Like `#` but without `\<`/`\>`,Neovim,Search
select,match,,`gn`,Find & select next match visually,Search forward and Visually select the match,Neovim,Search
select,match,,`gN`,Find & select previous match visually,Search backward and Visually select the match,Neovim,Search
,,,`:noh`,`:nohlsearch`,Suspend search highlighting **[Ex-only]**,Neovim,Search
,,,`:g/pat/cmd`,`:global` (search-driven),Execute a command on matching lines **[Ex-only]**,Neovim,Search
new,mark,,`m{a-zA-Z}`,Set mark,Set a named mark at cursor position,Neovim,Marks & Jumps
go_to,mark,,`'{mark}`,"Go to mark, line-wise",First non-blank of the marked line,Neovim,Marks & Jumps
go_to,mark,,`` `{mark} ``,"Go to mark, exact position",Exact cursor position of the mark,Neovim,Marks & Jumps
go_to,mark,,`g'{mark}` / `` g`{mark} ``,Go to mark without jump-list,Like `'`/`` ` `` but doesn't alter jump list,Neovim,Marks & Jumps
,,,`` `` ``,Back to previous jump position,Cursor to position before latest jump,Neovim,Marks & Jumps
,,,`''`,"Back to previous jump, line-wise",Line of cursor before latest jump,Neovim,Marks & Jumps
,,,`` `[ ``,Start of last change/put,Also `'[` for line-wise,Neovim,Marks & Jumps
,,,`` `] ``,End of last change/put,Also `']` for line-wise,Neovim,Marks & Jumps
,,,`` `< ``,Start of Visual area,Also `'<` for line-wise,Neovim,Marks & Jumps
,,,`` `> ``,End of Visual area,Also `'>` for line-wise,Neovim,Marks & Jumps
previous,mark,,`` [` ``,Previous lowercase mark,Also `['` for line-wise,Neovim,Marks & Jumps
next,mark,,`` ]` ``,Next lowercase mark,Also `]'` for line-wise,Neovim,Marks & Jumps
show,mark,,`:marks`,`:marks`,List all marks **[Ex-only]**,Neovim,Marks & Jumps
delete,mark,,`:delm`,`:delmarks`,Delete one or more marks **[Ex-only]**,Neovim,Marks & Jumps
,,,`:ju`,`:jumps`,Print the jump list **[Ex-only]**,Neovim,Marks & Jumps
show,change,,`:changes`,`:changes`,Print the change list **[Ex-only]**,Neovim,Marks & Jumps
,,,`:cle`,`:clearjumps`,Clear the jump list **[Ex-only]**,Neovim,Marks & Jumps
select,,,`v`,Start charwise Visual mode,Also toggles it off,Neovim,Visual Mode
select,line,,`V`,Start linewise Visual mode,Also toggles it off,Neovim,Visual Mode
select,block,,`Ctrl-V`,Start blockwise Visual mode,Also toggles it off,Neovim,Visual Mode
select,selection,,`gv`,Reselect previous Visual area,Restore last Visual selection,Neovim,Visual Mode
,,,`gv` (while active),Exchange current/previous area,Swap the two ends of history,Neovim,Visual Mode
,,,`<Esc>`,Stop Visual mode,Also `Ctrl-C`,Neovim,Visual Mode
,,,`o`,Move to other corner,Swap cursor to the other end of the selection,Neovim,Visual Mode
,,,`O`,Move to other corner (block),Blockwise: swap horizontally,Neovim,Visual Mode
,,,`Ctrl-G`,Toggle Visual/Select mode,Switch between Visual and Select,Neovim,Visual Mode
delete,selection,,`d` / `x`,Delete selection,Delete highlighted text,Neovim,Visual Mode
delete,selection,,`D` / `X`,Delete lines,Delete highlighted lines (linewise),Neovim,Visual Mode
replace,selection,,`c` / `s`,Change selection,"Delete selection, start Insert",Neovim,Visual Mode
replace,selection,,`C` / `R` / `S`,Change lines,"Delete highlighted lines, start Insert",Neovim,Visual Mode
copy,selection,,`y`,Yank selection,Yank highlighted text,Neovim,Visual Mode
copy,selection,,`Y`,Yank lines,Yank highlighted lines,Neovim,Visual Mode
paste,selection,,`p`,Replace with register,Replace selection with register contents,Neovim,Visual Mode
paste,selection,,`P`,"Replace, keep registers",Like `p` but doesn't change registers,Neovim,Visual Mode
,,,`r{char}`,Replace with a character,Replace every selected char with `{char}`,Neovim,Visual Mode
,,,`J`,Join selected lines,Join with spaces,Neovim,Visual Mode
,,,`gJ`,Join without space,Join without inserting spaces,Neovim,Visual Mode
,,,`U` / `u`,Uppercase / lowercase,Case-convert selection,Neovim,Visual Mode
,,,`~`,Swap case,Toggle case of selection,Neovim,Visual Mode
,,,`<` / `>`,Shift left / right,Shift selection by `'shiftwidth'`,Neovim,Visual Mode
,,,`!{filter}`,Filter selection,Pipe through external command,Neovim,Visual Mode
format,selection,,`gq`,Format selection,Format highlighted lines,Neovim,Visual Mode
,,,`:`,Start a `:` range command,"Prefills `:'<,'>`",Neovim,Visual Mode
,,,`Ctrl-A` / `Ctrl-X`,Increment/decrement numbers in area,Add/subtract from every number in selection,Neovim,Visual Mode
,,,`g Ctrl-A`,Increment sequentially,Increment as an arithmetic sequence,Neovim,Visual Mode
,,,`A` (block mode),Block append,Append same text to every line's end,Neovim,Visual Mode
,,,`I` (block mode),Block insert,Insert same text before every line,Neovim,Visual Mode
select,selection,,`a{obj}` / `i{obj}`,Extend selection with text object,"e.g. `aw`, `iw`, `ap`, `ip`, `a""`, `i""`, `at`, `it`, `ab`/`aB`, `ib`/`iB`",Neovim,Visual Mode
select,word,,`aw`,A word,Word plus trailing whitespace,Neovim,Text Objects (operator-pending & Visual)
